date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:35:08	1180640/1180640	---M--	200	added ('OK')	application/octet-stream	etag:%22cefa0543e98a463942e970450ec84b6a%22	https://vendor-cdn.imweb.me/fonts/pretendard/web/static/woff/Pretendard-Black.woff	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/fonts/pretendard/web/static/woff/Pretendard-Black.woff	(from https://vendor-cdn.imweb.me/fonts/pretendard/web/static/pretendard.css?1669875619)
08:35:08	2208004/2208004	---M--	200	added ('OK')	application/octet-stream	etag:%22dc36554d9f0b50946d9dd594969912b6%22	https://vendor-cdn.imweb.me/fonts/pretendard/web/variable/woff2/PretendardVariable.woff2	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/fonts/pretendard/web/variable/woff2/PretendardVariable.woff2	(from https://vendor-cdn.imweb.me/fonts/pretendard/web/variable/pretendardvariable.css?1669875619)
08:35:08	828992/828992	---M--	200	added ('OK')	application/octet-stream	etag:%22848bff7bea24a318a054979fd53fcd71%22	https://vendor-cdn.imweb.me/fonts/pretendard/web/static/woff2/Pretendard-ExtraBold.woff2	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/fonts/pretendard/web/static/woff2/Pretendard-ExtraBold.woff2	(from https://vendor-cdn.imweb.me/fonts/pretendard/web/static/pretendard.css?1669875619)
08:35:08	1173316/1173316	---M--	200	added ('OK')	application/octet-stream	etag:%2289373147524ab520e26ea0e58bb632c5%22	https://vendor-cdn.imweb.me/fonts/pretendard/web/static/woff/Pretendard-ExtraBold.woff	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/fonts/pretendard/web/static/woff/Pretendard-ExtraBold.woff	(from https://vendor-cdn.imweb.me/fonts/pretendard/web/static/pretendard.css?1669875619)
08:35:09	826008/826008	---M--	200	added ('OK')	application/octet-stream	etag:%22c45234800c42ff624adc8941a1fa9e8f%22	https://vendor-cdn.imweb.me/fonts/pretendard/web/static/woff2/Pretendard-Bold.woff2	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/fonts/pretendard/web/static/woff2/Pretendard-Bold.woff2	(from https://vendor-cdn.imweb.me/fonts/pretendard/web/static/pretendard.css?1669875619)
08:35:09	1169488/1169488	---M--	200	added ('OK')	application/octet-stream	etag:%22d93573b4d0c2d6b0cd2df2eb87a1d677%22	https://vendor-cdn.imweb.me/fonts/pretendard/web/static/woff/Pretendard-Bold.woff	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/fonts/pretendard/web/static/woff/Pretendard-Bold.woff	(from https://vendor-cdn.imweb.me/fonts/pretendard/web/static/pretendard.css?1669875619)
08:35:09	821400/821400	---M--	200	added ('OK')	application/octet-stream	etag:%22b1e912aa560e4d0e6537e42babb7f112%22	https://vendor-cdn.imweb.me/fonts/pretendard/web/static/woff2/Pretendard-SemiBold.woff2	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/fonts/pretendard/web/static/woff2/Pretendard-SemiBold.woff2	(from https://vendor-cdn.imweb.me/fonts/pretendard/web/static/pretendard.css?1669875619)
08:35:09	1166632/1166632	---M--	200	added ('OK')	application/octet-stream	etag:%22461720124becc9594739cd6750835c38%22	https://vendor-cdn.imweb.me/fonts/pretendard/web/static/woff/Pretendard-SemiBold.woff	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/fonts/pretendard/web/static/woff/Pretendard-SemiBold.woff	(from https://vendor-cdn.imweb.me/fonts/pretendard/web/static/pretendard.css?1669875619)
08:35:10	814660/814660	---M--	200	added ('OK')	application/octet-stream	etag:%22146472533da4d370f600334864179b5b%22	https://vendor-cdn.imweb.me/fonts/pretendard/web/static/woff2/Pretendard-Medium.woff2	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/fonts/pretendard/web/static/woff2/Pretendard-Medium.woff2	(from https://vendor-cdn.imweb.me/fonts/pretendard/web/static/pretendard.css?1669875619)
08:35:10	1166440/1166440	---M--	200	added ('OK')	application/octet-stream	etag:%227bab4a8a2580411ea263b78fb93436fa%22	https://vendor-cdn.imweb.me/fonts/pretendard/web/static/woff/Pretendard-Medium.woff	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/fonts/pretendard/web/static/woff/Pretendard-Medium.woff	(from https://vendor-cdn.imweb.me/fonts/pretendard/web/static/pretendard.css?1669875619)
08:35:10	804864/804864	---M--	200	added ('OK')	application/octet-stream	etag:%22bac296f1fd0973251e94406b8d328847%22	https://vendor-cdn.imweb.me/fonts/pretendard/web/static/woff2/Pretendard-Regular.woff2	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/fonts/pretendard/web/static/woff2/Pretendard-Regular.woff2	(from https://vendor-cdn.imweb.me/fonts/pretendard/web/static/pretendard.css?1669875619)
08:35:10	1162848/1162848	---M--	200	added ('OK')	application/octet-stream	etag:%22db095fbdc6e9c9a1cea9577fcb8e0f7a%22	https://vendor-cdn.imweb.me/fonts/pretendard/web/static/woff/Pretendard-Regular.woff	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/fonts/pretendard/web/static/woff/Pretendard-Regular.woff	(from https://vendor-cdn.imweb.me/fonts/pretendard/web/static/pretendard.css?1669875619)
08:35:10	797900/797900	---M--	200	added ('OK')	application/octet-stream	etag:%228f686c143e28df9c200c189c88f90a40%22	https://vendor-cdn.imweb.me/fonts/pretendard/web/static/woff2/Pretendard-Light.woff2	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/fonts/pretendard/web/static/woff2/Pretendard-Light.woff2	(from https://vendor-cdn.imweb.me/fonts/pretendard/web/static/pretendard.css?1669875619)
08:35:11	1161212/1161212	---M--	200	added ('OK')	application/octet-stream	etag:%22bfff3a54757b20bec529ad0c11de7b7e%22	https://vendor-cdn.imweb.me/fonts/pretendard/web/static/woff/Pretendard-Light.woff	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/fonts/pretendard/web/static/woff/Pretendard-Light.woff	(from https://vendor-cdn.imweb.me/fonts/pretendard/web/static/pretendard.css?1669875619)
08:35:11	775700/775700	---M--	200	added ('OK')	application/octet-stream	etag:%228e7c56a3794737d30cb0806e6716ef57%22	https://vendor-cdn.imweb.me/fonts/pretendard/web/static/woff2/Pretendard-ExtraLight.woff2	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/fonts/pretendard/web/static/woff2/Pretendard-ExtraLight.woff2	(from https://vendor-cdn.imweb.me/fonts/pretendard/web/static/pretendard.css?1669875619)
08:35:11	1146408/1146408	---M--	200	added ('OK')	application/octet-stream	etag:%221104ea032b6413ea4eb21c8261d1dd17%22	https://vendor-cdn.imweb.me/fonts/pretendard/web/static/woff/Pretendard-ExtraLight.woff	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/fonts/pretendard/web/static/woff/Pretendard-ExtraLight.woff	(from https://vendor-cdn.imweb.me/fonts/pretendard/web/static/pretendard.css?1669875619)
08:35:11	735732/735732	---M--	200	added ('OK')	application/octet-stream	etag:%22cfe8faacaa8e95d4338ccb53249d6562%22	https://vendor-cdn.imweb.me/fonts/pretendard/web/static/woff2/Pretendard-Thin.woff2	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/fonts/pretendard/web/static/woff2/Pretendard-Thin.woff2	(from https://vendor-cdn.imweb.me/fonts/pretendard/web/static/pretendard.css?1669875619)
08:35:12	1113836/1113836	---M--	200	added ('OK')	application/octet-stream	etag:%22483e171704cb7ae7ba35ee5487d25908%22	https://vendor-cdn.imweb.me/fonts/pretendard/web/static/woff/Pretendard-Thin.woff	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/fonts/pretendard/web/static/woff/Pretendard-Thin.woff	(from https://vendor-cdn.imweb.me/fonts/pretendard/web/static/pretendard.css?1669875619)
08:35:12	3992/3992	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22e2f1186fac709b1ca2eb46aa723e650b%22	https://vendor-cdn.imweb.me/fonts/froala-emoji-tap/fonts/froala-emoji-tap.eot?oojeml	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/fonts/froala-emoji-tap/fonts/froala-emoji-tapbde6.eot	(from https://vendor-cdn.imweb.me/fonts/froala-emoji-tap/style.css?1669163161)
08:35:12	3792/3792	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2249f214bbd80e2d8688387e0ebab0dcc3%22	https://vendor-cdn.imweb.me/fonts/froala-emoji-tap/fonts/froala-emoji-tap.ttf?oojeml	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/fonts/froala-emoji-tap/fonts/froala-emoji-tapbde6.ttf	(from https://vendor-cdn.imweb.me/fonts/froala-emoji-tap/style.css?1669163161)
08:35:12	3868/3868	---M--	200	added ('OK')	application/octet-stream	etag:%2242d53991a05e78503e7e721a92f5aee9%22	https://vendor-cdn.imweb.me/fonts/froala-emoji-tap/fonts/froala-emoji-tap.woff?oojeml	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/fonts/froala-emoji-tap/fonts/froala-emoji-tapbde6.woff	(from https://vendor-cdn.imweb.me/fonts/froala-emoji-tap/style.css?1669163161)
08:35:13	11064/11064	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229c0c68b15f4af3a9fc6daa7770eee17c%22	https://vendor-cdn.imweb.me/fonts/froala-emoji-tap/fonts/froala-emoji-tap.svg?oojeml	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/fonts/froala-emoji-tap/fonts/froala-emoji-tapbde6.svg	(from https://vendor-cdn.imweb.me/fonts/froala-emoji-tap/style.css?1669163161)
08:35:13	596/596	---MC-	200	added ('OK')	text/css	date:Sat,%2006%20Dec%202025%2023:35:12%20GMT	http://fonts.googleapis.com/earlyaccess/nanumgothic.css	C:/Users/semis/Desktop/techjp/fonts.googleapis.com/earlyaccess/nanumgothic.css	(from https://techjp.co.kr/css/custom.cm?1762319263)
08:35:13	2698/2698	---MCZ	200	added ('OK')	text/css	etag:W/%22b058711e659a597dd690d5a109fee489%22	https://vendor-cdn.imweb.me/css/notosanskr-hestia.css	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/css/notosanskr-hestia.css	(from https://techjp.co.kr/css/custom.cm?1762319263)
08:35:13	371/371	---M--	200	added ('OK')	image/png	etag:%227e708e57784a61a493ef614fb12780c8%22	https://vendor-cdn.imweb.me/images/naver_login2x.png	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/images/naver_login2x.png	(from https://techjp.co.kr/css/custom.cm?1762319263)
08:35:13	1846/1846	---M--	200	added ('OK')	image/png	etag:%22c8658c0ff61f718fc2b568c2538e4b92%22	https://vendor-cdn.imweb.me/images/kakao_icon.png	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/images/kakao_icon.png	(from https://techjp.co.kr/css/custom.cm?1762319263)
08:35:14	2208/2208	---M--	200	added ('OK')	image/png	etag:%22b3865b7fcb41c4aaac97b666889bf77a%22	https://vendor-cdn.imweb.me/images/google_icon.png	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/images/google_icon.png	(from https://techjp.co.kr/css/custom.cm?1762319263)
08:35:14	4317/4317	---M--	200	added ('OK')	image/png	etag:%227c2c171794cf8f92c07897b293a32f9a%22	https://vendor-cdn.imweb.me/images/main/price/free_new_bg.png	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/images/main/price/free_new_bg.png	(from https://vendor-cdn.imweb.me/css/tailwind.css?1764209862)
08:35:14	2919/2919	---M--	200	added ('OK')	image/png	etag:%2273d7b3cafb255df8064fa730a6d5c36d%22	https://vendor-cdn.imweb.me/images/main/price/pro_new_bg.png	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/images/main/price/pro_new_bg.png	(from https://vendor-cdn.imweb.me/css/tailwind.css?1764209862)
08:35:14	3931/3931	---M--	200	added ('OK')	image/png	etag:%2296dc7a3c1a35750f1e88398e8933d9ad%22	https://vendor-cdn.imweb.me/images/main/price/starter_new_bg.png	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/images/main/price/starter_new_bg.png	(from https://vendor-cdn.imweb.me/css/tailwind.css?1764209862)
08:35:15	5667/5667	---M--	200	added ('OK')	image/png	etag:%22471c936901b0d8a7a221b4cba47f042c%22	https://vendor-cdn.imweb.me/images/main/price/global_new_bg.png	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/images/main/price/global_new_bg.png	(from https://vendor-cdn.imweb.me/css/tailwind.css?1764209862)
08:35:15	289/289	---M--	200	added ('OK')	image/png	etag:%22d6ddaec4a469771a181e6ba9ddcd659c%22	https://vendor-cdn.imweb.me/images/admin/shopping/dropdown_arrow.png	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/images/admin/shopping/dropdown_arrow.png	(from https://vendor-cdn.imweb.me/css/tailwind.css?1764209862)
08:35:16	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://techjp.co.kr/)
08:35:16	1973/1973	---MCZ	200	added ('OK')	application/javascript	etag:W/%22685a3b7d-7b5%22	https://techjp.co.kr/js/brandscope.js	C:/Users/semis/Desktop/techjp/techjp.co.kr/js/brandscope.js	(from https://techjp.co.kr/logout.cm?back_url=Lw%3D%3D)
08:35:17	863/863	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2023:35:15%20GMT	https://techjp.co.kr/logout.cm?back_url=LzE3	C:/Users/semis/Desktop/techjp/techjp.co.kr/logoutb873.html	(from https://techjp.co.kr/17)
08:35:18	863/863	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2023:35:16%20GMT	https://techjp.co.kr/logout.cm?back_url=LzM0	C:/Users/semis/Desktop/techjp/techjp.co.kr/logout035c.html	(from https://techjp.co.kr/34)
08:35:18	863/863	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2023:35:16%20GMT	https://techjp.co.kr/logout.cm?back_url=LzM1	C:/Users/semis/Desktop/techjp/techjp.co.kr/logoutf07a.html	(from https://techjp.co.kr/35)
08:35:18	863/863	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2023:35:17%20GMT	https://techjp.co.kr/logout.cm?back_url=LzM2	C:/Users/semis/Desktop/techjp/techjp.co.kr/logout8641.html	(from https://techjp.co.kr/36)
08:35:19	213953/213953	---M--	200	added ('OK')	image/jpeg	etag:%227bd9cc1f2bc13ec8e777c32444aaf1d2%22	https://cdn.imweb.me/upload/S202207059bc34011f1d46/45a4209ed058e.jpg	C:/Users/semis/Desktop/techjp/cdn.imweb.me/upload/S202207059bc34011f1d46/45a4209ed058e.jpg	(from https://techjp.co.kr/36)
08:35:19	176746/176746	---M--	200	added ('OK')	image/jpeg	etag:%22f6fd2a795850c06a2259a9757141055d%22	https://cdn.imweb.me/upload/S202207059bc34011f1d46/93316ea8ef342.jpg	C:/Users/semis/Desktop/techjp/cdn.imweb.me/upload/S202207059bc34011f1d46/93316ea8ef342.jpg	(from https://techjp.co.kr/36)
08:35:19	152206/152206	---M--	200	added ('OK')	image/jpeg	etag:%2284b2db31dcfaf66aa01e2ae2f491c3b6%22	https://cdn.imweb.me/upload/S202207059bc34011f1d46/bb1377b61c020.jpg	C:/Users/semis/Desktop/techjp/cdn.imweb.me/upload/S202207059bc34011f1d46/bb1377b61c020.jpg	(from https://techjp.co.kr/36)
08:35:20	216061/216061	---M--	200	added ('OK')	image/jpeg	etag:%22b234a2c1291b8747e270773df28a8153%22	https://cdn.imweb.me/upload/S202207059bc34011f1d46/6ddf8f939cf9c.jpg	C:/Users/semis/Desktop/techjp/cdn.imweb.me/upload/S202207059bc34011f1d46/6ddf8f939cf9c.jpg	(from https://techjp.co.kr/36)
08:35:21	863/863	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2023:35:18%20GMT	https://techjp.co.kr/logout.cm?back_url=LzM3	C:/Users/semis/Desktop/techjp/techjp.co.kr/logoutd974.html	(from https://techjp.co.kr/37)
08:35:24	332795/332795	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2012%20Nov%202025%2017:56:49%20GMT	http://oapi.map.naver.com/openapi/v3/maps.js?ncpClientId=wfkne43iz4&submodules=geocoder	C:/Users/semis/Desktop/techjp/oapi.map.naver.com/openapi/v3/maps610d.js	(from https://techjp.co.kr/37)
08:35:24	20305/20305	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b0c0c722b510b4edb9486ab48d8c4f79%22	https://vendor-cdn.imweb.me/js/naver_MarkerClustering.js?1577682292	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/js/naver_MarkerClustering98f3.js	(from https://techjp.co.kr/37)
08:35:24	60436/60436	---MCZ	200	added ('OK')	application/javascript	etag:W/%2294a4ae101ecb2c8e4e53fd8a3fdc4752%22	https://vendor-cdn.imweb.me/js/jquery.gmap3.js?1577682292	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/js/jquery.gmap398f3.js	(from https://techjp.co.kr/37)
08:35:24	72608/72608	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265a48f99-11ba0%22	https://techjp.co.kr/js/map.js?1705283481	C:/Users/semis/Desktop/techjp/techjp.co.kr/js/map2027.js	(from https://techjp.co.kr/37)
08:35:25	34255/34255	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268f5c8bd-85cf%22	https://techjp.co.kr/js/post_comment.js?1760938173	C:/Users/semis/Desktop/techjp/techjp.co.kr/js/post_comment8d38.js	(from https://techjp.co.kr/37)
08:35:25	11716/11716	---MCZ	200	added ('OK')	application/javascript	etag:W/%22642d0b19-2dc4%22	https://techjp.co.kr/js/library_image.js?1680673561	C:/Users/semis/Desktop/techjp/techjp.co.kr/js/library_image8968.js	(from https://techjp.co.kr/37)
08:35:25	1677/1677	---M--	200	added ('OK')	image/png	etag:%226f4828cba526e7e1039f5e34cc63b345%22	https://vendor-cdn.imweb.me/images/marker/marker_red.png	C:/Users/semis/Desktop/techjp/vendor-cdn.imweb.me/images/marker/marker_red.png	(from https://techjp.co.kr/37)
08:35:26	863/863	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2023:35:24%20GMT	https://techjp.co.kr/logout.cm?back_url=LzE4	C:/Users/semis/Desktop/techjp/techjp.co.kr/logout9748.html	(from https://techjp.co.kr/18)
08:35:27	863/863	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2023:35:25%20GMT	https://techjp.co.kr/logout.cm?back_url=LzIz	C:/Users/semis/Desktop/techjp/techjp.co.kr/logoutcb2b.html	(from https://techjp.co.kr/23)
08:35:27	863/863	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2023:35:25%20GMT	https://techjp.co.kr/logout.cm?back_url=LzI0	C:/Users/semis/Desktop/techjp/techjp.co.kr/logouta7fa.html	(from https://techjp.co.kr/24)
08:35:28	863/863	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2023:35:26%20GMT	https://techjp.co.kr/logout.cm?back_url=LzI1	C:/Users/semis/Desktop/techjp/techjp.co.kr/logout5501.html	(from https://techjp.co.kr/25)
08:35:28	863/863	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2023:35:27%20GMT	https://techjp.co.kr/logout.cm?back_url=LzI2	C:/Users/semis/Desktop/techjp/techjp.co.kr/logout9263.html	(from https://techjp.co.kr/26)
08:35:28	14664/14664	---M--	200	added ('OK')	image/png	etag:%2220028aaef04ed876b38dbe4a04e791fd%22	https://cdn.imweb.me/upload/S202207059bc34011f1d46/210818c91bee8.png	C:/Users/semis/Desktop/techjp/cdn.imweb.me/upload/S202207059bc34011f1d46/210818c91bee8.png	(from https://techjp.co.kr/26)
08:35:28	7199/7199	---M--	200	added ('OK')	image/png	etag:%2247aa17c3f71b6ac7b28fc8aeb99618c7%22	https://cdn.imweb.me/upload/S202207059bc34011f1d46/88838f32220ed.png	C:/Users/semis/Desktop/techjp/cdn.imweb.me/upload/S202207059bc34011f1d46/88838f32220ed.png	(from https://techjp.co.kr/26)
08:35:29	863/863	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2023:35:28%20GMT	https://techjp.co.kr/logout.cm?back_url=LzI3	C:/Users/semis/Desktop/techjp/techjp.co.kr/logout6df5.html	(from https://techjp.co.kr/27)
08:35:30	863/863	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2023:35:28%20GMT	https://techjp.co.kr/logout.cm?back_url=LzI4	C:/Users/semis/Desktop/techjp/techjp.co.kr/logout822c.html	(from https://techjp.co.kr/28)
08:35:30	863/863	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2023:35:29%20GMT	https://techjp.co.kr/logout.cm?back_url=LzQ0	C:/Users/semis/Desktop/techjp/techjp.co.kr/logoutbcae.html	(from https://techjp.co.kr/44)
08:35:30	198192/198192	---M--	200	added ('OK')	image/png	etag:%2232706d982f318e23d5529ad24d7cbf67%22	https://cdn.imweb.me/upload/S202207059bc34011f1d46/e0dee4ad5d9f2.png	C:/Users/semis/Desktop/techjp/cdn.imweb.me/upload/S202207059bc34011f1d46/e0dee4ad5d9f2.png	(from https://techjp.co.kr/44)
08:35:31	68846/68846	---M--	200	added ('OK')	image/png	etag:%22e4fb09beeee5c3a039d36ca870af3236%22	https://cdn.imweb.me/upload/S202207059bc34011f1d46/eb2108e4324b3.png	C:/Users/semis/Desktop/techjp/cdn.imweb.me/upload/S202207059bc34011f1d46/eb2108e4324b3.png	(from https://techjp.co.kr/44)
08:35:31	863/863	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2023:35:30%20GMT	https://techjp.co.kr/logout.cm?back_url=LzQz	C:/Users/semis/Desktop/techjp/techjp.co.kr/logout1933.html	(from https://techjp.co.kr/43)
08:35:31	61154/61154	---M--	200	added ('OK')	image/jpeg	etag:%22f0e660a7d3dede23b3ecee49fc8f1760%22	https://cdn.imweb.me/upload/S202207059bc34011f1d46/de51778a6554c.jpg	C:/Users/semis/Desktop/techjp/cdn.imweb.me/upload/S202207059bc34011f1d46/de51778a6554c.jpg	(from https://techjp.co.kr/43)
08:35:32	863/863	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2023:35:30%20GMT	https://techjp.co.kr/logout.cm?back_url=LzQw	C:/Users/semis/Desktop/techjp/techjp.co.kr/logout96c1.html	(from https://techjp.co.kr/40)
08:35:33	863/863	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2023:35:31%20GMT	https://techjp.co.kr/logout.cm?back_url=LzQx	C:/Users/semis/Desktop/techjp/techjp.co.kr/logout8b02.html	(from https://techjp.co.kr/41)
08:35:33	863/863	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2023:35:31%20GMT	https://techjp.co.kr/logout.cm?back_url=LzIw	C:/Users/semis/Desktop/techjp/techjp.co.kr/logoutc75c.html	(from https://techjp.co.kr/20)
08:35:34	863/863	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2023:35:32%20GMT	https://techjp.co.kr/logout.cm?back_url=LzI5	C:/Users/semis/Desktop/techjp/techjp.co.kr/logout0786.html	(from https://techjp.co.kr/29)
08:35:34	863/863	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2023:35:33%20GMT	https://techjp.co.kr/logout.cm?back_url=LzMw	C:/Users/semis/Desktop/techjp/techjp.co.kr/logout0a3b.html	(from https://techjp.co.kr/30)
08:35:35	863/863	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2023:35:33%20GMT	https://techjp.co.kr/logout.cm?back_url=LzM4	C:/Users/semis/Desktop/techjp/techjp.co.kr/logout83a7.html	(from https://techjp.co.kr/38)
08:35:35	18651/18651	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267f36ad6-48db%22	https://techjp.co.kr/js/site_form.js?1744005846	C:/Users/semis/Desktop/techjp/techjp.co.kr/js/site_form84a9.js	(from https://techjp.co.kr/38)
08:35:36	863/863	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2023:35:34%20GMT	https://techjp.co.kr/logout.cm?back_url=LzM5	C:/Users/semis/Desktop/techjp/techjp.co.kr/logoutca34.html	(from https://techjp.co.kr/39)
08:35:36	863/863	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2023:35:34%20GMT	https://techjp.co.kr/logout.cm?back_url=LzIx	C:/Users/semis/Desktop/techjp/techjp.co.kr/logoutb7de.html	(from https://techjp.co.kr/21)
08:35:37	23/23	---M--	200	added ('OK')	text/plain	etag:%2250d8a018e8ae96732c8a2ba663c61d4e%22	https://vendor-cdn.imweb.me/robots.txt		(from https://vendor-cdn.imweb.me/fonts/im-icon/style.css?1706507651)
